N ,01-A (mass number),01-Z (atomic number),01-q (ion charge),01-TKE [MeV],01-Energy Loss (MeV),01-Time from Target [ns],01-Momentum [GeV/c],01-Brho [T*m],02-A (mass number),02-Z (atomic number),02-q (ion charge),02-TKE [MeV],02-Energy Loss (MeV),02-Time from Target [ns],02-Momentum [GeV/c],02-Brho [T*m],03-A (mass number),03-Z (atomic number),03-q (ion charge),03-TKE [MeV],03-Energy Loss (MeV),03-Time from Target [ns],03-Momentum [GeV/c],03-Brho [T*m],04-A (mass number),04-Z (atomic number),04-q (ion charge),04-TKE [MeV],04-Energy Loss (MeV),04-Time from Target [ns],04-Momentum [GeV/c],04-Brho [T*m]
41,1.890000e+02,7.300000e+01,7.100000e+01,1.279685e+04,0.000000e+00,7.398547e+02,6.832171e+01,3.209812e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.169557e+04,1.101278e+03,7.398547e+02,6.521706e+01,3.063953e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.053882e+04,1.156748e+03,7.398547e+02,6.180942e+01,2.903859e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.766857e+03,4.771936e+03,7.398547e+02,4.542039e+01,2.133889e+00
42,1.890000e+02,7.300000e+01,7.100000e+01,1.271425e+04,0.000000e+00,7.417453e+02,6.809314e+01,3.199074e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159148e+04,1.122771e+03,7.417453e+02,6.491690e+01,3.049851e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.041567e+04,1.175796e+03,7.417453e+02,6.143681e+01,2.886354e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.632691e+03,4.782960e+03,7.417453e+02,4.488051e+01,2.108525e+00
43,1.910000e+02,7.400000e+01,7.200000e+01,1.290606e+04,0.000000e+00,7.403799e+02,6.897239e+01,3.195377e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.176659e+04,1.139460e+03,7.403799e+02,6.575541e+01,3.046339e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.058959e+04,1.176994e+03,7.403799e+02,6.228008e+01,2.885333e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.693141e+03,4.896426e+03,7.403799e+02,4.535896e+01,2.101406e+00
44,1.910000e+02,7.400000e+01,7.200000e+01,1.294360e+04,0.000000e+00,7.394290e+02,6.907615e+01,3.200184e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.180851e+04,1.135078e+03,7.394290e+02,6.587621e+01,3.051936e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.062476e+04,1.183750e+03,7.394290e+02,6.238640e+01,2.890258e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.749262e+03,4.875473e+03,7.394290e+02,4.558552e+01,2.111902e+00
45,1.890000e+02,7.300000e+01,7.100000e+01,1.276176e+04,0.000000e+00,7.407058e+02,6.822469e+01,3.205254e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165441e+04,1.107345e+03,7.407058e+02,6.509852e+01,3.058384e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048589e+04,1.168518e+03,7.407058e+02,6.164951e+01,2.896347e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.703074e+03,4.782789e+03,7.407058e+02,4.516449e+01,2.121866e+00
46,1.910000e+02,7.400000e+01,7.200000e+01,1.300263e+04,0.000000e+00,7.380686e+02,6.923903e+01,3.207730e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.188008e+04,1.122542e+03,7.380686e+02,6.608197e+01,3.061468e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.070845e+04,1.171627e+03,7.380686e+02,6.263878e+01,2.901951e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.869697e+03,4.838731e+03,7.380686e+02,4.606818e+01,2.134262e+00
47,1.910000e+02,7.400000e+01,7.200000e+01,1.296800e+04,0.000000e+00,7.387829e+02,6.914351e+01,3.203304e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185101e+04,1.116978e+03,7.387829e+02,6.599846e+01,3.057600e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.066242e+04,1.188591e+03,7.387829e+02,6.250008e+01,2.895525e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.817149e+03,4.845245e+03,7.387829e+02,4.585817e+01,2.124533e+00
48,1.890000e+02,7.300000e+01,7.100000e+01,1.278750e+04,0.000000e+00,7.401873e+02,6.829585e+01,3.208598e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167430e+04,1.113189e+03,7.401873e+02,6.515583e+01,3.061077e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.051869e+04,1.155603e+03,7.401873e+02,6.174867e+01,2.901005e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.748791e+03,4.769879e+03,7.401873e+02,4.534805e+01,2.130490e+00
49,1.930000e+02,7.500000e+01,7.200000e+01,1.279017e+04,0.000000e+00,7.464708e+02,6.899761e+01,3.196545e+00,1.930000e+02,7.500000e+01,7.200000e+01,1.161168e+04,1.178478e+03,7.464708e+02,6.563793e+01,3.040897e+00,1.930000e+02,7.500000e+01,7.200000e+01,1.039295e+04,1.218715e+03,7.464708e+02,6.199583e+01,2.872164e+00,1.930000e+02,7.500000e+01,7.200000e+01,5.282072e+03,5.110845e+03,7.464708e+02,4.389077e+01,2.033387e+00
50,1.860000e+02,7.200000e+01,7.000000e+01,1.264426e+04,0.000000e+00,7.387190e+02,6.737576e+01,3.210590e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.156326e+04,1.080987e+03,7.387190e+02,6.433427e+01,3.065658e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.043729e+04,1.125965e+03,7.387190e+02,6.102559e+01,2.907992e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.789448e+03,4.647822e+03,7.387190e+02,4.515329e+01,2.151645e+00
51,1.910000e+02,7.400000e+01,7.200000e+01,1.293331e+04,0.000000e+00,7.398135e+02,6.904774e+01,3.198867e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.180737e+04,1.125940e+03,7.398135e+02,6.587291e+01,3.051783e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.061285e+04,1.194510e+03,7.398135e+02,6.235042e+01,2.888592e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.762455e+03,4.850373e+03,7.398135e+02,4.563863e+01,2.114362e+00
52,1.860000e+02,7.200000e+01,7.000000e+01,1.258746e+04,0.000000e+00,7.399884e+02,6.721894e+01,3.203118e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150113e+04,1.086326e+03,7.399884e+02,6.415562e+01,3.057144e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038611e+04,1.115013e+03,7.399884e+02,6.087140e+01,2.900645e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.702287e+03,4.683796e+03,7.399884e+02,4.480656e+01,2.135123e+00
53,1.880000e+02,7.300000e+01,7.100000e+01,1.282311e+04,0.000000e+00,7.374964e+02,6.821903e+01,3.204989e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.170932e+04,1.113784e+03,7.374964e+02,6.508895e+01,3.057935e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.055323e+04,1.156085e+03,7.374964e+02,6.169347e+01,2.898412e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.821032e+03,4.732177e+03,7.374964e+02,4.551750e+01,2.138451e+00
54,1.900000e+02,7.400000e+01,7.200000e+01,1.303471e+04,0.000000e+00,7.354006e+02,6.915143e+01,3.203671e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.193066e+04,1.104038e+03,7.354006e+02,6.605845e+01,3.060379e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.075009e+04,1.180566e+03,7.354006e+02,6.260372e+01,2.900327e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.903887e+03,4.846180e+03,7.354006e+02,4.608475e+01,2.135030e+00
55,1.900000e+02,7.400000e+01,7.200000e+01,1.303315e+04,0.000000e+00,7.354290e+02,6.914715e+01,3.203473e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.191256e+04,1.120578e+03,7.354290e+02,6.600669e+01,3.057981e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.075938e+04,1.153178e+03,7.354290e+02,6.263156e+01,2.901616e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.939848e+03,4.819508e+03,7.354290e+02,4.622720e+01,2.141630e+00
56,1.930000e+02,7.500000e+01,7.300000e+01,1.315304e+04,0.000000e+00,7.374618e+02,7.000356e+01,3.198722e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.199395e+04,1.159083e+03,7.374618e+02,6.674390e+01,3.049776e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.077536e+04,1.218591e+03,7.374618e+02,6.315862e+01,2.885951e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.833411e+03,4.941922e+03,7.374618e+02,4.615936e+01,2.109192e+00
57,1.880000e+02,7.300000e+01,7.100000e+01,1.282783e+04,0.000000e+00,7.373388e+02,6.823203e+01,3.205599e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.171382e+04,1.114006e+03,7.373388e+02,6.510186e+01,3.058541e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.053292e+04,1.180894e+03,7.373388e+02,6.163234e+01,2.895540e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.759628e+03,4.773271e+03,7.373388e+02,4.527288e+01,2.126959e+00
58,1.860000e+02,7.200000e+01,7.000000e+01,1.258127e+04,0.000000e+00,7.401532e+02,6.720183e+01,3.202302e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.148116e+04,1.100107e+03,7.401532e+02,6.409810e+01,3.054404e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.035318e+04,1.127971e+03,7.401532e+02,6.077202e+01,2.895909e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.674967e+03,4.678188e+03,7.401532e+02,4.469737e+01,2.129919e+00
59,1.930000e+02,7.500000e+01,7.300000e+01,1.316569e+04,0.000000e+00,7.372403e+02,7.003841e+01,3.200315e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201467e+04,1.151021e+03,7.372403e+02,6.680337e+01,3.052494e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.080037e+04,1.214294e+03,7.372403e+02,6.323401e+01,2.889396e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.841722e+03,4.958622e+03,7.372403e+02,4.619275e+01,2.110718e+00
60,1.910000e+02,7.400000e+01,7.200000e+01,1.298928e+04,0.000000e+00,7.383364e+02,6.920221e+01,3.206024e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185051e+04,1.138757e+03,7.383364e+02,6.599703e+01,3.057533e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.066444e+04,1.186065e+03,7.383364e+02,6.250618e+01,2.895808e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.795187e+03,4.869232e+03,7.383364e+02,4.577014e+01,2.120455e+00
61,1.910000e+02,7.400000e+01,7.200000e+01,1.296849e+04,0.000000e+00,7.387656e+02,6.914487e+01,3.203367e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.184362e+04,1.124864e+03,7.387656e+02,6.597720e+01,3.056615e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.064684e+04,1.196777e+03,7.387656e+02,6.245306e+01,2.893347e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.797653e+03,4.849159e+03,7.387656e+02,4.578003e+01,2.120913e+00
62,1.930000e+02,7.500000e+01,7.300000e+01,1.315945e+04,0.000000e+00,7.374489e+02,7.002122e+01,3.199529e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201600e+04,1.143453e+03,7.374489e+02,6.680719e+01,3.052668e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.081692e+04,1.199076e+03,7.374489e+02,6.328385e+01,2.891674e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.854721e+03,4.962170e+03,7.374489e+02,4.624494e+01,2.113103e+00
63,1.930000e+02,7.500000e+01,7.300000e+01,1.314490e+04,0.000000e+00,7.378389e+02,6.998113e+01,3.197697e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.199416e+04,1.150741e+03,7.378389e+02,6.674448e+01,3.049803e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.078999e+04,1.204159e+03,7.378389e+02,6.320274e+01,2.887968e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.816488e+03,4.973479e+03,7.378389e+02,4.609129e+01,2.106082e+00
64,1.900000e+02,7.400000e+01,7.200000e+01,1.305196e+04,0.000000e+00,7.352460e+02,6.919881e+01,3.205866e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.192441e+04,1.127549e+03,7.352460e+02,6.604056e+01,3.059550e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.074211e+04,1.182289e+03,7.352460e+02,6.257979e+01,2.899218e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.897640e+03,4.844447e+03,7.352460e+02,4.605996e+01,2.133882e+00
65,1.890000e+02,7.300000e+01,7.100000e+01,1.279230e+04,0.000000e+00,7.399223e+02,6.830914e+01,3.209222e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.168368e+04,1.108621e+03,7.399223e+02,6.518283e+01,3.062345e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.053507e+04,1.148598e+03,7.399223e+02,6.179812e+01,2.903329e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.782981e+03,4.752069e+03,7.399223e+02,4.548487e+01,2.136918e+00
66,1.910000e+02,7.400000e+01,7.200000e+01,1.295185e+04,0.000000e+00,7.391737e+02,6.909894e+01,3.201239e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183460e+04,1.117242e+03,7.391737e+02,6.595128e+01,3.055414e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065695e+04,1.177651e+03,7.391737e+02,6.248357e+01,2.894761e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.774640e+03,4.882283e+03,7.391737e+02,4.568763e+01,2.116632e+00
67,1.890000e+02,7.300000e+01,7.100000e+01,1.270807e+04,0.000000e+00,7.422940e+02,6.807602e+01,3.198270e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159759e+04,1.110480e+03,7.422940e+02,6.493456e+01,3.050681e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044016e+04,1.157428e+03,7.422940e+02,6.151104e+01,2.889842e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.669112e+03,4.771020e+03,7.422940e+02,4.502767e+01,2.115438e+00
68,1.890000e+02,7.300000e+01,7.100000e+01,1.274362e+04,0.000000e+00,7.411230e+02,6.817448e+01,3.202895e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165253e+04,1.091079e+03,7.411230e+02,6.509311e+01,3.058130e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048114e+04,1.171388e+03,7.411230e+02,6.163515e+01,2.895672e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.699390e+03,4.781727e+03,7.411230e+02,4.514966e+01,2.121170e+00
69,1.930000e+02,7.500000e+01,7.300000e+01,1.316615e+04,0.000000e+00,7.372506e+02,7.003967e+01,3.200373e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201794e+04,1.148212e+03,7.372506e+02,6.681276e+01,3.052923e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.081688e+04,1.201052e+03,7.372506e+02,6.328374e+01,2.891669e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.869416e+03,4.947439e+03,7.372506e+02,4.630387e+01,2.115796e+00
70,1.890000e+02,7.300000e+01,7.100000e+01,1.278687e+04,0.000000e+00,7.402451e+02,6.829411e+01,3.208516e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.168619e+04,1.100671e+03,7.402451e+02,6.519006e+01,3.062685e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050891e+04,1.177279e+03,7.402451e+02,6.171910e+01,2.899616e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.748139e+03,4.760743e+03,7.402451e+02,4.534543e+01,2.130367e+00
71,1.930000e+02,7.500000e+01,7.300000e+01,1.314843e+04,0.000000e+00,7.375324e+02,6.999086e+01,3.198142e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.198251e+04,1.165923e+03,7.375324e+02,6.671101e+01,3.048274e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.078268e+04,1.199815e+03,7.375324e+02,6.318071e+01,2.886961e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.795422e+03,4.987239e+03,7.375324e+02,4.600642e+01,2.102204e+00
72,1.890000e+02,7.300000e+01,7.100000e+01,1.273166e+04,0.000000e+00,7.415136e+02,6.814135e+01,3.201339e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162884e+04,1.102809e+03,7.415136e+02,6.502478e+01,3.054920e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047126e+04,1.157571e+03,7.415136e+02,6.160526e+01,2.894268e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.682572e+03,4.788668e+03,7.415136e+02,4.508194e+01,2.117988e+00
73,1.880000e+02,7.300000e+01,7.100000e+01,1.282493e+04,0.000000e+00,7.375622e+02,6.822404e+01,3.205224e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.171264e+04,1.112284e+03,7.375622e+02,6.509847e+01,3.058382e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.055125e+04,1.161382e+03,7.375622e+02,6.168751e+01,2.898132e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.795218e+03,4.756012e+03,7.375622e+02,4.541481e+01,2.133627e+00
74,1.910000e+02,7.400000e+01,7.200000e+01,1.291720e+04,0.000000e+00,7.399054e+02,6.900321e+01,3.196804e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.177520e+04,1.142001e+03,7.399054e+02,6.578022e+01,3.047489e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.055983e+04,1.215358e+03,7.399054e+02,6.218998e+01,2.881159e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.636162e+03,4.923646e+03,7.399054e+02,4.512785e+01,2.090699e+00
75,1.900000e+02,7.400000e+01,7.200000e+01,1.301570e+04,0.000000e+00,7.357720e+02,6.909920e+01,3.201252e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.188892e+04,1.126769e+03,7.357720e+02,6.593903e+01,3.054846e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.069927e+04,1.189643e+03,7.357720e+02,6.245122e+01,2.893262e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.863309e+03,4.835942e+03,7.357720e+02,4.592351e+01,2.127560e+00
76,1.910000e+02,7.400000e+01,7.200000e+01,1.298232e+04,0.000000e+00,7.385397e+02,6.918304e+01,3.205136e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.186116e+04,1.121163e+03,7.385397e+02,6.602761e+01,3.058950e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.067606e+04,1.185088e+03,7.385397e+02,6.254122e+01,2.897431e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.779319e+03,4.896719e+03,7.385397e+02,4.570643e+01,2.117503e+00
77,1.910000e+02,7.400000e+01,7.200000e+01,1.293300e+04,0.000000e+00,7.398040e+02,6.904686e+01,3.198827e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.180956e+04,1.123436e+03,7.398040e+02,6.587920e+01,3.052074e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.062459e+04,1.184964e+03,7.398040e+02,6.238588e+01,2.890234e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.770170e+03,4.854392e+03,7.398040e+02,4.566966e+01,2.115800e+00
78,1.910000e+02,7.400000e+01,7.200000e+01,1.299150e+04,0.000000e+00,7.381453e+02,6.920835e+01,3.206308e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185780e+04,1.133693e+03,7.381453e+02,6.601797e+01,3.058503e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.067709e+04,1.180706e+03,7.381453e+02,6.254432e+01,2.897575e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.801150e+03,4.875916e+03,7.381453e+02,4.579406e+01,2.121563e+00
79,1.910000e+02,7.400000e+01,7.200000e+01,1.299170e+04,0.000000e+00,7.383983e+02,6.920890e+01,3.206334e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185622e+04,1.135471e+03,7.383983e+02,6.601343e+01,3.058293e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.068418e+04,1.172042e+03,7.383983e+02,6.256567e+01,2.898564e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.806084e+03,4.878068e+03,7.383983e+02,4.581384e+01,2.122479e+00
80,1.910000e+02,7.400000e+01,7.200000e+01,1.297044e+04,0.000000e+00,7.388739e+02,6.915024e+01,3.203616e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185257e+04,1.117864e+03,7.388739e+02,6.600293e+01,3.057806e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.066891e+04,1.183647e+03,7.388739e+02,6.251967e+01,2.896433e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.826049e+03,4.842842e+03,7.388739e+02,4.589381e+01,2.126184e+00
81,1.910000e+02,7.400000e+01,7.200000e+01,1.298103e+04,0.000000e+00,7.383659e+02,6.917948e+01,3.204971e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183615e+04,1.144881e+03,7.383659e+02,6.595572e+01,3.055619e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065957e+04,1.176569e+03,7.383659e+02,6.249149e+01,2.895127e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.779425e+03,4.880122e+03,7.383659e+02,4.570685e+01,2.117523e+00
82,1.860000e+02,7.200000e+01,7.000000e+01,1.257985e+04,0.000000e+00,7.402469e+02,6.719790e+01,3.202115e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.148498e+04,1.094863e+03,7.402469e+02,6.410911e+01,3.054928e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.035171e+04,1.133259e+03,7.402469e+02,6.076759e+01,2.895698e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.702407e+03,4.649282e+03,7.402469e+02,4.480704e+01,2.135146e+00
83,1.910000e+02,7.400000e+01,7.200000e+01,1.296417e+04,0.000000e+00,7.389637e+02,6.913294e+01,3.202814e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183707e+04,1.127090e+03,7.389637e+02,6.595837e+01,3.055742e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065767e+04,1.179396e+03,7.389637e+02,6.248575e+01,2.894861e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.783299e+03,4.874345e+03,7.389637e+02,4.572241e+01,2.118244e+00
84,1.890000e+02,7.300000e+01,7.100000e+01,1.279940e+04,0.000000e+00,7.396202e+02,6.832873e+01,3.210142e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.169917e+04,1.100219e+03,7.396202e+02,6.522742e+01,3.064440e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.053828e+04,1.160885e+03,7.396202e+02,6.180780e+01,2.903783e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.771565e+03,4.766692e+03,7.396202e+02,4.543923e+01,2.134774e+00
85,1.890000e+02,7.300000e+01,7.100000e+01,1.274490e+04,0.000000e+00,7.412553e+02,6.817804e+01,3.203062e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162821e+04,1.116687e+03,7.412553e+02,6.502296e+01,3.054835e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.046630e+04,1.161905e+03,7.412553e+02,6.159024e+01,2.893562e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.705943e+03,4.760334e+03,7.412553e+02,4.517602e+01,2.122408e+00
86,1.890000e+02,7.300000e+01,7.100000e+01,1.273155e+04,0.000000e+00,7.416044e+02,6.814105e+01,3.201325e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162449e+04,1.107048e+03,7.416044e+02,6.501223e+01,3.054330e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.046142e+04,1.163066e+03,7.416044e+02,6.157546e+01,2.892868e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.676810e+03,4.784586e+03,7.416044e+02,4.505872e+01,2.116897e+00
87,1.910000e+02,7.400000e+01,7.200000e+01,1.291849e+04,0.000000e+00,7.400965e+02,6.900678e+01,3.196970e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.180025e+04,1.118241e+03,7.400965e+02,6.585240e+01,3.050833e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.061348e+04,1.186761e+03,7.400965e+02,6.235232e+01,2.888680e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.727965e+03,4.885493e+03,7.400965e+02,4.549967e+01,2.107924e+00
88,1.880000e+02,7.300000e+01,7.100000e+01,1.277478e+04,0.000000e+00,7.388503e+02,6.808581e+01,3.198730e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168992e+04,1.084850e+03,7.388503e+02,6.503327e+01,3.055319e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.054124e+04,1.148678e+03,7.388503e+02,6.165738e+01,2.896716e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.806801e+03,4.734416e+03,7.388503e+02,4.546091e+01,2.135793e+00
89,1.910000e+02,7.400000e+01,7.200000e+01,1.295070e+04,0.000000e+00,7.393155e+02,6.909578e+01,3.201093e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.181125e+04,1.139447e+03,7.393155e+02,6.588409e+01,3.052301e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.064326e+04,1.167983e+03,7.393155e+02,6.244228e+01,2.892847e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.775907e+03,4.867333e+03,7.393155e+02,4.569272e+01,2.116868e+00
90,1.930000e+02,7.500000e+01,7.300000e+01,1.314891e+04,0.000000e+00,7.378256e+02,6.999216e+01,3.198201e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.197745e+04,1.171453e+03,7.378256e+02,6.669648e+01,3.047609e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.077347e+04,1.203968e+03,7.378256e+02,6.315294e+01,2.885692e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.809720e+03,4.963730e+03,7.378256e+02,4.606404e+01,2.104837e+00
91,1.930000e+02,7.500000e+01,7.300000e+01,1.317275e+04,0.000000e+00,7.371782e+02,7.005785e+01,3.201203e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201373e+04,1.159023e+03,7.371782e+02,6.680067e+01,3.052370e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.080604e+04,1.207675e+03,7.371782e+02,6.325111e+01,2.890178e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.844061e+03,4.961959e+03,7.371782e+02,4.620215e+01,2.111148e+00
92,1.890000e+02,7.300000e+01,7.100000e+01,1.277567e+04,0.000000e+00,7.406261e+02,6.826314e+01,3.207061e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167027e+04,1.105392e+03,7.406261e+02,6.514422e+01,3.060531e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050125e+04,1.169009e+03,7.406261e+02,6.169597e+01,2.898530e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.713601e+03,4.787629e+03,7.406261e+02,4.520681e+01,2.123855e+00
