N ,01-A (mass number),01-Z (atomic number),01-q (ion charge),01-TKE [MeV],01-Energy Loss (MeV),01-Time from Target [ns],01-Momentum [GeV/c],01-Brho [T*m],02-A (mass number),02-Z (atomic number),02-q (ion charge),02-TKE [MeV],02-Energy Loss (MeV),02-Time from Target [ns],02-Momentum [GeV/c],02-Brho [T*m],03-A (mass number),03-Z (atomic number),03-q (ion charge),03-TKE [MeV],03-Energy Loss (MeV),03-Time from Target [ns],03-Momentum [GeV/c],03-Brho [T*m],04-A (mass number),04-Z (atomic number),04-q (ion charge),04-TKE [MeV],04-Energy Loss (MeV),04-Time from Target [ns],04-Momentum [GeV/c],04-Brho [T*m]
838,1.890000e+02,7.300000e+01,7.100000e+01,1.274786e+04,0.000000e+00,7.409570e+02,6.818623e+01,3.203447e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162593e+04,1.121928e+03,7.409570e+02,6.501638e+01,3.054525e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.046301e+04,1.162917e+03,7.409570e+02,6.158027e+01,2.893094e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.671994e+03,4.790990e+03,7.409570e+02,4.503930e+01,2.115985e+00
839,1.910000e+02,7.400000e+01,7.200000e+01,1.291724e+04,0.000000e+00,7.400929e+02,6.900331e+01,3.196809e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.177680e+04,1.140431e+03,7.400929e+02,6.578485e+01,3.047703e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.058713e+04,1.189669e+03,7.400929e+02,6.227262e+01,2.884987e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.687937e+03,4.899165e+03,7.400929e+02,4.533790e+01,2.100430e+00
840,1.890000e+02,7.300000e+01,7.100000e+01,1.276218e+04,0.000000e+00,7.409456e+02,6.822585e+01,3.205309e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165823e+04,1.103946e+03,7.409456e+02,6.510954e+01,3.058902e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.051903e+04,1.139198e+03,7.409456e+02,6.174968e+01,2.901053e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.766101e+03,4.752905e+03,7.409456e+02,4.541736e+01,2.133747e+00
841,1.890000e+02,7.300000e+01,7.100000e+01,1.275192e+04,0.000000e+00,7.406259e+02,6.819744e+01,3.203974e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.166571e+04,1.086197e+03,7.406259e+02,6.513109e+01,3.059914e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.049889e+04,1.166815e+03,7.406259e+02,6.168883e+01,2.898194e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.755940e+03,4.742929e+03,7.406259e+02,4.537669e+01,2.131836e+00
842,1.890000e+02,7.300000e+01,7.100000e+01,1.276708e+04,0.000000e+00,7.405632e+02,6.823941e+01,3.205946e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167190e+04,1.095182e+03,7.405632e+02,6.514891e+01,3.060751e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.052794e+04,1.143955e+03,7.405632e+02,6.177658e+01,2.902317e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.802181e+03,4.725733e+03,7.405632e+02,4.556154e+01,2.140520e+00
843,1.910000e+02,7.400000e+01,7.200000e+01,1.300454e+04,0.000000e+00,7.380833e+02,6.924430e+01,3.207974e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187565e+04,1.128879e+03,7.380833e+02,6.606925e+01,3.060879e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065206e+04,1.223584e+03,7.380833e+02,6.246884e+01,2.894078e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.783484e+03,4.868557e+03,7.380833e+02,4.572316e+01,2.118278e+00
844,1.860000e+02,7.200000e+01,7.000000e+01,1.259249e+04,0.000000e+00,7.401629e+02,6.723284e+01,3.203780e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.153167e+04,1.060816e+03,7.401629e+02,6.424349e+01,3.061331e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.039743e+04,1.134234e+03,7.401629e+02,6.090553e+01,2.902271e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.750382e+03,4.647023e+03,7.401629e+02,4.499820e+01,2.144255e+00
845,1.910000e+02,7.400000e+01,7.200000e+01,1.292841e+04,0.000000e+00,7.396301e+02,6.903419e+01,3.198240e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.179160e+04,1.136803e+03,7.396301e+02,6.582751e+01,3.049679e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.061417e+04,1.177423e+03,7.396301e+02,6.235442e+01,2.888777e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.750291e+03,4.863860e+03,7.396301e+02,4.558967e+01,2.112094e+00
846,1.910000e+02,7.400000e+01,7.200000e+01,1.295842e+04,0.000000e+00,7.391076e+02,6.911708e+01,3.202080e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183035e+04,1.128066e+03,7.391076e+02,6.593905e+01,3.054847e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.063466e+04,1.195688e+03,7.391076e+02,6.241630e+01,2.891644e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.735750e+03,4.898883e+03,7.391076e+02,4.553107e+01,2.109379e+00
847,1.860000e+02,7.200000e+01,7.000000e+01,1.259259e+04,0.000000e+00,7.399690e+02,6.723313e+01,3.203794e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.151813e+04,1.074455e+03,7.399690e+02,6.420456e+01,3.059476e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.039546e+04,1.122666e+03,7.399690e+02,6.089960e+01,2.901989e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.745378e+03,4.650059e+03,7.399690e+02,4.497830e+01,2.143306e+00
848,1.910000e+02,7.400000e+01,7.200000e+01,1.299460e+04,0.000000e+00,7.382616e+02,6.921688e+01,3.206704e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187455e+04,1.120040e+03,7.382616e+02,6.606608e+01,3.060732e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.068034e+04,1.194208e+03,7.382616e+02,6.255410e+01,2.898028e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.844691e+03,4.835622e+03,7.382616e+02,4.596836e+01,2.129638e+00
849,1.880000e+02,7.300000e+01,7.100000e+01,1.280493e+04,0.000000e+00,7.381054e+02,6.816895e+01,3.202636e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168268e+04,1.122251e+03,7.381054e+02,6.501246e+01,3.054341e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.052325e+04,1.159418e+03,7.381054e+02,6.160322e+01,2.894172e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.791890e+03,4.731340e+03,7.381054e+02,4.540156e+01,2.133004e+00
850,1.890000e+02,7.300000e+01,7.100000e+01,1.271892e+04,0.000000e+00,7.415576e+02,6.810607e+01,3.199681e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159530e+04,1.123615e+03,7.415576e+02,6.492794e+01,3.050370e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.042652e+04,1.168775e+03,7.415576e+02,6.146970e+01,2.887899e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.614959e+03,4.811534e+03,7.415576e+02,4.480870e+01,2.105151e+00
851,1.880000e+02,7.300000e+01,7.100000e+01,1.279418e+04,0.000000e+00,7.380865e+02,6.813932e+01,3.201244e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168439e+04,1.109788e+03,7.380865e+02,6.501738e+01,3.054572e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.053987e+04,1.144515e+03,7.380865e+02,6.165325e+01,2.896523e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.804004e+03,4.735842e+03,7.380865e+02,4.544978e+01,2.135270e+00
852,1.890000e+02,7.300000e+01,7.100000e+01,1.274051e+04,0.000000e+00,7.415012e+02,6.816587e+01,3.202491e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164400e+04,1.096508e+03,7.415012e+02,6.506849e+01,3.056974e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050526e+04,1.138733e+03,7.415012e+02,6.170807e+01,2.899098e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.646582e+03,4.858650e+03,7.415012e+02,4.493669e+01,2.111164e+00
853,1.910000e+02,7.400000e+01,7.200000e+01,1.291721e+04,0.000000e+00,7.398955e+02,6.900322e+01,3.196805e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.177389e+04,1.143311e+03,7.398955e+02,6.577646e+01,3.047314e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.059634e+04,1.177543e+03,7.398955e+02,6.230050e+01,2.886279e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.717327e+03,4.878990e+03,7.398955e+02,4.545673e+01,2.105935e+00
854,1.890000e+02,7.300000e+01,7.100000e+01,1.279732e+04,0.000000e+00,7.399233e+02,6.832299e+01,3.209872e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.169857e+04,1.098744e+03,7.399233e+02,6.522568e+01,3.064359e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.055730e+04,1.141263e+03,7.399233e+02,6.186517e+01,2.906478e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.782838e+03,4.774436e+03,7.399233e+02,4.548430e+01,2.136891e+00
855,1.880000e+02,7.300000e+01,7.100000e+01,1.278898e+04,0.000000e+00,7.382941e+02,6.812499e+01,3.200570e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168523e+04,1.103753e+03,7.382941e+02,6.501978e+01,3.054685e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.054646e+04,1.138764e+03,7.382941e+02,6.167308e+01,2.897454e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.801022e+03,4.745411e+03,7.382941e+02,4.543792e+01,2.134712e+00
856,1.860000e+02,7.200000e+01,7.000000e+01,1.256520e+04,0.000000e+00,7.403495e+02,6.715740e+01,3.200185e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.149125e+04,1.073946e+03,7.403495e+02,6.412718e+01,3.055789e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.035961e+04,1.131630e+03,7.403495e+02,6.079145e+01,2.896835e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.701323e+03,4.658267e+03,7.403495e+02,4.480272e+01,2.134940e+00
857,1.910000e+02,7.400000e+01,7.200000e+01,1.290888e+04,0.000000e+00,7.400114e+02,6.898019e+01,3.195738e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.178204e+04,1.126831e+03,7.400114e+02,6.579995e+01,3.048403e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.058646e+04,1.195575e+03,7.400114e+02,6.227060e+01,2.884894e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.701002e+03,4.885434e+03,7.400114e+02,4.539076e+01,2.102879e+00
858,1.910000e+02,7.400000e+01,7.200000e+01,1.294300e+04,0.000000e+00,7.394431e+02,6.907448e+01,3.200106e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.181454e+04,1.128453e+03,7.394431e+02,6.589354e+01,3.052739e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.063879e+04,1.175741e+03,7.394431e+02,6.242877e+01,2.892222e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.767655e+03,4.871111e+03,7.394431e+02,4.565954e+01,2.115331e+00
859,1.910000e+02,7.400000e+01,7.200000e+01,1.296784e+04,0.000000e+00,7.387453e+02,6.914307e+01,3.203284e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.182943e+04,1.138401e+03,7.387453e+02,6.593640e+01,3.054724e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065522e+04,1.174206e+03,7.387453e+02,6.247835e+01,2.894519e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.799024e+03,4.856169e+03,7.387453e+02,4.578553e+01,2.121168e+00
860,1.890000e+02,7.300000e+01,7.100000e+01,1.272078e+04,0.000000e+00,7.417544e+02,6.811124e+01,3.199924e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.161513e+04,1.105651e+03,7.417544e+02,6.498520e+01,3.053061e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045792e+04,1.157205e+03,7.417544e+02,6.156486e+01,2.892370e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.651529e+03,4.806364e+03,7.417544e+02,4.495668e+01,2.112103e+00
861,1.880000e+02,7.300000e+01,7.100000e+01,1.281854e+04,0.000000e+00,7.375596e+02,6.820644e+01,3.204397e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.172376e+04,1.094774e+03,7.375596e+02,6.513037e+01,3.059881e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.057326e+04,1.150495e+03,7.375596e+02,6.175370e+01,2.901242e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.830863e+03,4.742375e+03,7.375596e+02,4.555655e+01,2.140286e+00
862,1.930000e+02,7.500000e+01,7.300000e+01,1.322961e+04,0.000000e+00,7.358582e+02,7.021424e+01,3.208349e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.209123e+04,1.138377e+03,7.358582e+02,6.702280e+01,3.062520e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.088822e+04,1.203006e+03,7.358582e+02,6.349820e+01,2.901468e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.973224e+03,4.914972e+03,7.358582e+02,4.671819e+01,2.134727e+00
863,1.910000e+02,7.400000e+01,7.200000e+01,1.298311e+04,0.000000e+00,7.385994e+02,6.918521e+01,3.205236e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185784e+04,1.125262e+03,7.385994e+02,6.601809e+01,3.058509e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.067333e+04,1.184506e+03,7.385994e+02,6.253298e+01,2.897050e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.809165e+03,4.864142e+03,7.385994e+02,4.582619e+01,2.123051e+00
864,1.890000e+02,7.300000e+01,7.100000e+01,1.273275e+04,0.000000e+00,7.414097e+02,6.814439e+01,3.201482e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162608e+04,1.106663e+03,7.414097e+02,6.501682e+01,3.054546e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.046076e+04,1.165313e+03,7.414097e+02,6.157348e+01,2.892775e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.679699e+03,4.781041e+03,7.414097e+02,4.507036e+01,2.117444e+00
865,1.910000e+02,7.400000e+01,7.200000e+01,1.295068e+04,0.000000e+00,7.393616e+02,6.909570e+01,3.201089e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.182978e+04,1.120888e+03,7.393616e+02,6.593742e+01,3.054771e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.066217e+04,1.167607e+03,7.393616e+02,6.249933e+01,2.895491e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.783440e+03,4.878707e+03,7.393616e+02,4.572298e+01,2.118270e+00
866,1.880000e+02,7.300000e+01,7.100000e+01,1.280910e+04,0.000000e+00,7.377658e+02,6.818043e+01,3.203175e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.172328e+04,1.085815e+03,7.377658e+02,6.512898e+01,3.059815e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.056395e+04,1.159322e+03,7.377658e+02,6.172570e+01,2.899926e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.819489e+03,4.744437e+03,7.377658e+02,4.551137e+01,2.138163e+00
867,1.890000e+02,7.300000e+01,7.100000e+01,1.271784e+04,0.000000e+00,7.415745e+02,6.810308e+01,3.199541e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162010e+04,1.097730e+03,7.415745e+02,6.499957e+01,3.053736e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044174e+04,1.178355e+03,7.415745e+02,6.151586e+01,2.890068e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.656310e+03,4.785410e+03,7.415745e+02,4.497600e+01,2.113011e+00
868,1.860000e+02,7.200000e+01,7.000000e+01,1.265758e+04,0.000000e+00,7.386405e+02,6.741249e+01,3.212341e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.157463e+04,1.082944e+03,7.386405e+02,6.436690e+01,3.067212e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.043741e+04,1.137211e+03,7.386405e+02,6.102594e+01,2.908009e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.818869e+03,4.618519e+03,7.386405e+02,4.526977e+01,2.157196e+00
869,1.910000e+02,7.400000e+01,7.200000e+01,1.297847e+04,0.000000e+00,7.381127e+02,6.917241e+01,3.204643e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.184206e+04,1.136411e+03,7.381127e+02,6.597271e+01,3.056406e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.066695e+04,1.175101e+03,7.381127e+02,6.251374e+01,2.896158e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.777128e+03,4.889797e+03,7.381127e+02,4.569762e+01,2.117095e+00
870,1.860000e+02,7.200000e+01,7.000000e+01,1.259651e+04,0.000000e+00,7.396783e+02,6.724396e+01,3.204310e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.151516e+04,1.081348e+03,7.396783e+02,6.419601e+01,3.059069e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.037133e+04,1.143824e+03,7.396783e+02,6.082682e+01,2.898520e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.746794e+03,4.624513e+03,7.396783e+02,4.498393e+01,2.143575e+00
871,1.890000e+02,7.300000e+01,7.100000e+01,1.276164e+04,0.000000e+00,7.409217e+02,6.822435e+01,3.205239e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165427e+04,1.107369e+03,7.409217e+02,6.509811e+01,3.058365e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.049383e+04,1.160428e+03,7.409217e+02,6.167354e+01,2.897476e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.737834e+03,4.755976e+03,7.409217e+02,4.530411e+01,2.128426e+00
872,1.890000e+02,7.300000e+01,7.100000e+01,1.275372e+04,0.000000e+00,7.410617e+02,6.820244e+01,3.204209e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165766e+04,1.096060e+03,7.410617e+02,6.510788e+01,3.058824e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048614e+04,1.171508e+03,7.410617e+02,6.165028e+01,2.896383e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.726126e+03,4.759993e+03,7.410617e+02,4.525713e+01,2.126219e+00
873,1.890000e+02,7.300000e+01,7.100000e+01,1.278908e+04,0.000000e+00,7.400110e+02,6.830022e+01,3.208803e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.166048e+04,1.128596e+03,7.400110e+02,6.511600e+01,3.059206e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047589e+04,1.184578e+03,7.400110e+02,6.161927e+01,2.894926e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.718698e+03,4.757171e+03,7.400110e+02,4.522730e+01,2.124817e+00
874,1.890000e+02,7.300000e+01,7.100000e+01,1.273008e+04,0.000000e+00,7.413068e+02,6.813698e+01,3.201134e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163913e+04,1.090942e+03,7.413068e+02,6.505446e+01,3.056314e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047386e+04,1.165262e+03,7.413068e+02,6.161312e+01,2.894637e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.688412e+03,4.785426e+03,7.413068e+02,4.510547e+01,2.119093e+00
875,1.930000e+02,7.500000e+01,7.300000e+01,1.314854e+04,0.000000e+00,7.377351e+02,6.999114e+01,3.198155e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.200193e+04,1.146597e+03,7.377351e+02,6.676682e+01,3.050824e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.079178e+04,1.210148e+03,7.377351e+02,6.320813e+01,2.888214e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.823260e+03,4.968496e+03,7.377351e+02,4.611854e+01,2.107327e+00
876,1.910000e+02,7.400000e+01,7.200000e+01,1.301622e+04,0.000000e+00,7.379190e+02,6.927649e+01,3.209465e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187950e+04,1.136718e+03,7.379190e+02,6.608030e+01,3.061391e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.070247e+04,1.177021e+03,7.379190e+02,6.262079e+01,2.901117e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.866316e+03,4.836134e+03,7.379190e+02,4.605470e+01,2.133638e+00
877,1.860000e+02,7.200000e+01,7.000000e+01,1.260262e+04,0.000000e+00,7.393717e+02,6.726084e+01,3.205114e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150072e+04,1.101894e+03,7.393717e+02,6.415445e+01,3.057089e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.037050e+04,1.130216e+03,7.393717e+02,6.082432e+01,2.898401e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.674372e+03,4.696105e+03,7.393717e+02,4.469498e+01,2.129806e+00
878,1.880000e+02,7.300000e+01,7.100000e+01,1.284299e+04,0.000000e+00,7.369606e+02,6.827376e+01,3.207559e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.174078e+04,1.102208e+03,7.369606e+02,6.517915e+01,3.062172e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.057849e+04,1.162285e+03,7.369606e+02,6.176940e+01,2.901979e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.861006e+03,4.717456e+03,7.369606e+02,4.567608e+01,2.145901e+00
879,1.890000e+02,7.300000e+01,7.100000e+01,1.277487e+04,0.000000e+00,7.402605e+02,6.826093e+01,3.206957e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.168264e+04,1.092219e+03,7.402605e+02,6.517985e+01,3.062205e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.051254e+04,1.170096e+03,7.402605e+02,6.173008e+01,2.900132e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.762333e+03,4.750183e+03,7.402605e+02,4.540229e+01,2.133038e+00
880,1.880000e+02,7.300000e+01,7.100000e+01,1.282456e+04,0.000000e+00,7.376398e+02,6.822303e+01,3.205176e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.171954e+04,1.105021e+03,7.376398e+02,6.511826e+01,3.059311e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.056387e+04,1.155658e+03,7.376398e+02,6.172547e+01,2.899916e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.834347e+03,4.729503e+03,7.376398e+02,4.557038e+01,2.140935e+00
881,1.890000e+02,7.300000e+01,7.100000e+01,1.278784e+04,0.000000e+00,7.399692e+02,6.829681e+01,3.208642e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167749e+04,1.110350e+03,7.399692e+02,6.516500e+01,3.061508e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.053659e+04,1.140889e+03,7.399692e+02,6.180270e+01,2.903544e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.771894e+03,4.764674e+03,7.399692e+02,4.544054e+01,2.134836e+00
882,1.860000e+02,7.200000e+01,7.000000e+01,1.264485e+04,0.000000e+00,7.386108e+02,6.737738e+01,3.210668e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.157113e+04,1.073713e+03,7.386108e+02,6.435685e+01,3.066734e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.044084e+04,1.130281e+03,7.386108e+02,6.103626e+01,2.908501e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.807291e+03,4.633527e+03,7.386108e+02,4.522397e+01,2.155013e+00
883,1.860000e+02,7.200000e+01,7.000000e+01,1.258689e+04,0.000000e+00,7.401164e+02,6.721737e+01,3.203043e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.148636e+04,1.100522e+03,7.401164e+02,6.411310e+01,3.055118e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.035653e+04,1.129822e+03,7.401164e+02,6.078215e+01,2.896392e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.681494e+03,4.675016e+03,7.401164e+02,4.472348e+01,2.131164e+00
884,1.930000e+02,7.500000e+01,7.300000e+01,1.315984e+04,0.000000e+00,7.373340e+02,7.002229e+01,3.199578e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.202946e+04,1.130374e+03,7.373340e+02,6.684582e+01,3.054433e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.083799e+04,1.191469e+03,7.373340e+02,6.334726e+01,2.894571e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.897212e+03,4.940751e+03,7.373340e+02,4.641515e+01,2.120880e+00
885,1.890000e+02,7.300000e+01,7.100000e+01,1.278842e+04,0.000000e+00,7.401055e+02,6.829842e+01,3.208718e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.166811e+04,1.120312e+03,7.401055e+02,6.513799e+01,3.060238e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050206e+04,1.166039e+03,7.401055e+02,6.169841e+01,2.898644e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.724580e+03,4.777458e+03,7.401055e+02,4.525092e+01,2.125927e+00
886,1.930000e+02,7.500000e+01,7.300000e+01,1.319189e+04,0.000000e+00,7.365754e+02,7.011052e+01,3.203610e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.204168e+04,1.150203e+03,7.365754e+02,6.688087e+01,3.056035e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.085935e+04,1.182332e+03,7.365754e+02,6.341148e+01,2.897506e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.937689e+03,4.921634e+03,7.365754e+02,4.657675e+01,2.128264e+00
887,1.900000e+02,7.400000e+01,7.200000e+01,1.304348e+04,0.000000e+00,7.354604e+02,6.917553e+01,3.204788e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.192973e+04,1.113740e+03,7.354604e+02,6.605579e+01,3.060255e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.075365e+04,1.176076e+03,7.354604e+02,6.261439e+01,2.900821e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.894499e+03,4.859128e+03,7.354604e+02,4.604750e+01,2.133304e+00
888,1.890000e+02,7.300000e+01,7.100000e+01,1.279409e+04,0.000000e+00,7.400265e+02,6.831407e+01,3.209454e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.169266e+04,1.101421e+03,7.400265e+02,6.520869e+01,3.063560e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.055251e+04,1.140148e+03,7.400265e+02,6.185073e+01,2.905800e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.819499e+03,4.732987e+03,7.400265e+02,4.563058e+01,2.143764e+00
889,1.890000e+02,7.300000e+01,7.100000e+01,1.275453e+04,0.000000e+00,7.409033e+02,6.820467e+01,3.204314e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164717e+04,1.107349e+03,7.409033e+02,6.507766e+01,3.057404e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048104e+04,1.166125e+03,7.409033e+02,6.163486e+01,2.895658e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.721308e+03,4.759712e+03,7.409033e+02,4.523778e+01,2.125310e+00
